Timestamp,Machine_ID,Operation_Mode,Attack_Type,Vibration_X,Vibration_Y,Vibration_Z,Temperature_Sensor,Current_Sensor,Spindle_Speed,Extruder_Temp,Feed_Rate,Anomaly_Label
2024-01-01 09:14:05,CNC,Normal,None,0.172,0.092,0.241,73.21,1.69,1691.16,,90.24,0
2024-01-01 09:14:10,3DPrinter,Normal,None,0.13,0.132,0.176,221.52,1.65,,218.57,46.9,0
2024-01-01 09:14:15,3DPrinter,Normal,None,0.136,0.117,0.086,216.09,2.06,,211.24,49.97,0
2024-01-01 09:14:20,3DPrinter,Normal,None,0.136,0.178,0.127,218.41,2.13,,208.43,53.88,0
2024-01-01 09:14:25,3DPrinter,Attack,Data_Spoofing,0.436,0.36,0.604,270.81,4.27,,298.16,72.11,1
2024-01-01 09:14:30,CNC,Normal,None,0.109,0.028,0.102,66.25,2.84,1735.26,,82.76,0
2024-01-01 09:14:35,CNC,Normal,None,0.181,0.327,0.167,73.35,2.29,1849.89,,78.63,0
2024-01-01 09:14:40,CNC,Normal,None,0.196,0.149,0.107,75.83,2.01,1796.97,,79.25,0
2024-01-01 09:14:45,CNC,Normal,None,0.317,0.274,0.241,74.05,2.21,1832.1,,84.01,0
2024-01-01 09:14:50,3DPrinter,Normal,None,0.114,0.205,0.237,224.26,2.0,,208.83,51.17,0
2024-01-01 09:14:55,CNC,Normal,None,0.122,0.121,0.113,66.24,1.98,1659.76,,88.36,0
2024-01-01 09:15:00,CNC,Normal,None,0.25,0.1,0.238,72.82,1.77,1912.28,,78.87,0
2024-01-01 09:15:05,CNC,Attack,DoS,0.565,0.55,0.678,92.36,3.09,2571.47,,119.07,1
2024-01-01 09:15:10,3DPrinter,Attack,Data_Spoofing,0.53,0.521,0.623,286.7,4.26,,310.43,71.31,1
2024-01-01 09:15:15,3DPrinter,Normal,None,0.166,0.118,0.097,226.45,1.82,,220.24,45.12,0
2024-01-01 09:15:20,3DPrinter,Normal,None,0.155,0.098,0.123,221.59,2.29,,218.17,49.83,0
2024-01-01 09:15:25,3DPrinter,Normal,None,0.163,0.145,0.091,228.03,2.17,,202.14,47.2,0
2024-01-01 09:15:30,CNC,Normal,None,0.25,0.119,0.146,71.31,2.34,1845.61,,73.48,0
2024-01-01 09:15:35,CNC,Attack,Parameter_Tamper,0.639,0.551,0.643,86.19,3.34,2596.78,,121.6,1
2024-01-01 09:15:40,CNC,Normal,None,0.149,0.187,-0.035,73.29,2.21,1774.22,,83.94,0
2024-01-01 09:15:45,CNC,Attack,Parameter_Tamper,0.721,0.5,0.658,90.71,3.42,2461.56,,119.18,1
2024-01-01 09:15:50,CNC,Normal,None,0.045,0.183,0.221,74.03,2.67,1722.83,,85.16,0
2024-01-01 09:15:55,3DPrinter,Normal,None,0.22,0.148,0.132,221.71,2.17,,206.1,48.04,0
2024-01-01 09:16:00,3DPrinter,Normal,None,0.056,0.109,0.077,220.28,2.33,,211.0,55.99,0
2024-01-01 09:16:05,CNC,Normal,None,0.111,0.187,0.04,78.13,2.17,1712.25,,74.37,0
2024-01-01 09:16:10,CNC,Normal,None,0.092,0.202,0.157,73.26,2.27,1606.84,,84.39,0
2024-01-01 09:16:15,3DPrinter,Normal,None,0.049,0.186,0.093,225.31,1.67,,218.77,48.9,0
2024-01-01 09:16:20,CNC,Normal,None,0.213,0.189,0.127,68.87,2.08,1634.76,,79.66,0
2024-01-01 09:16:25,CNC,Normal,None,0.153,0.142,0.204,70.58,2.72,1792.57,,79.26,0
2024-01-01 09:16:30,CNC,Normal,None,0.13,0.091,0.189,71.58,2.24,1552.14,,73.39,0
2024-01-01 09:16:35,3DPrinter,Normal,None,0.138,0.135,0.164,222.95,1.0,,216.83,47.79,0
2024-01-01 09:16:40,3DPrinter,Attack,Parameter_Tamper,0.539,0.497,0.52,274.49,3.39,,298.19,67.67,1
2024-01-01 09:16:45,3DPrinter,Normal,None,0.208,0.134,0.137,222.74,1.4,,206.29,49.65,0
2024-01-01 09:16:50,3DPrinter,Normal,None,0.156,0.215,0.121,223.44,2.16,,200.54,48.08,0
2024-01-01 09:16:55,3DPrinter,Attack,Malware,0.553,0.429,0.514,281.57,3.89,,303.65,67.21,1
2024-01-01 09:17:00,3DPrinter,Attack,Data_Spoofing,0.625,0.537,0.451,277.78,4.73,,297.13,76.26,1
2024-01-01 09:17:05,CNC,Attack,Malware,0.57,0.582,0.643,95.33,3.21,2513.97,,120.26,1
2024-01-01 09:17:10,CNC,Normal,None,0.19,0.257,0.221,67.8,2.99,1864.24,,79.15,0
2024-01-01 09:17:15,3DPrinter,Normal,None,0.049,0.055,0.12,220.07,1.97,,207.04,54.67,0
2024-01-01 09:17:20,3DPrinter,Normal,None,0.069,0.037,0.241,230.3,1.46,,209.96,46.15,0
2024-01-01 09:17:25,CNC,Normal,None,0.179,0.151,0.206,66.88,2.88,1824.51,,82.91,0
2024-01-01 09:17:30,CNC,Attack,Data_Spoofing,0.628,0.542,0.672,90.86,3.58,2422.51,,116.01,1
2024-01-01 09:17:35,3DPrinter,Attack,Parameter_Tamper,0.453,0.407,0.518,283.49,3.81,,299.41,70.05,1
2024-01-01 09:17:40,3DPrinter,Normal,None,0.103,0.109,0.2,225.19,2.09,,214.68,51.31,0
2024-01-01 09:17:45,CNC,Normal,None,0.208,0.19,0.287,69.75,2.46,1741.56,,89.81,0
2024-01-01 09:17:50,3DPrinter,Attack,Parameter_Tamper,0.5,0.409,0.601,283.26,4.25,,300.85,69.03,1
2024-01-01 09:17:55,3DPrinter,Normal,None,0.147,0.164,0.144,220.91,1.55,,201.41,50.71,0
2024-01-01 09:18:00,CNC,Attack,DoS,0.589,0.6,0.632,92.61,3.73,2671.42,,126.75,1
2024-01-01 09:18:05,CNC,Normal,None,0.157,0.278,0.157,73.75,1.78,1907.52,,84.19,0
2024-01-01 09:18:10,3DPrinter,Normal,None,0.149,0.163,0.071,218.85,1.75,,209.67,46.02,0
2024-01-01 09:18:15,CNC,Normal,None,0.229,0.09,0.239,68.02,1.99,1754.33,,81.36,0
2024-01-01 09:18:20,CNC,Normal,None,0.319,0.145,0.24,71.48,2.18,1790.63,,77.1,0
2024-01-01 09:18:25,CNC,Normal,None,0.148,0.156,0.024,66.65,2.82,1707.18,,84.97,0
2024-01-01 09:18:30,CNC,Normal,None,0.15,0.143,0.149,67.68,2.24,1817.54,,82.81,0
2024-01-01 09:18:35,CNC,Attack,DoS,0.703,0.454,0.617,98.83,4.09,2736.93,,125.58,1
2024-01-01 09:18:40,CNC,Attack,DoS,0.581,0.518,0.735,89.95,4.47,2503.49,,118.35,1
2024-01-01 09:18:45,CNC,Attack,Data_Spoofing,0.558,0.518,0.579,87.53,3.28,2409.96,,125.68,1
2024-01-01 09:18:50,CNC,Normal,None,0.282,0.051,0.099,72.04,2.31,1889.5,,74.89,0
2024-01-01 09:18:55,CNC,Attack,DoS,0.58,0.497,0.696,93.18,3.58,2603.8,,123.06,1
2024-01-01 09:19:00,CNC,Normal,None,0.125,0.245,0.199,66.33,2.99,1755.55,,84.82,0
2024-01-01 09:19:05,3DPrinter,Attack,Data_Spoofing,0.507,0.479,0.57,284.66,4.12,,298.44,67.61,1
2024-01-01 09:19:10,CNC,Attack,Parameter_Tamper,0.637,0.582,0.665,89.39,3.88,2696.75,,118.82,1
2024-01-01 09:19:15,3DPrinter,Normal,None,0.21,0.122,0.048,226.94,1.84,,211.91,54.1,0
2024-01-01 09:19:20,CNC,Attack,Malware,0.657,0.476,0.719,89.29,4.07,2328.49,,122.52,1
2024-01-01 09:19:25,CNC,Attack,Data_Spoofing,0.443,0.534,0.678,96.87,3.09,2578.2,,116.35,1
2024-01-01 09:19:30,CNC,Normal,None,0.117,-0.072,0.196,64.7,1.85,1748.27,,74.3,0
2024-01-01 09:19:35,3DPrinter,Normal,None,0.125,0.122,0.069,222.31,1.52,,207.75,50.88,0
2024-01-01 09:19:40,3DPrinter,Normal,None,0.158,0.085,0.15,211.42,2.04,,210.17,56.63,0
2024-01-01 09:19:45,3DPrinter,Normal,None,0.215,0.159,0.116,226.19,1.72,,207.71,51.43,0
2024-01-01 09:19:50,3DPrinter,Attack,Malware,0.449,0.397,0.602,275.27,3.75,,302.69,69.24,1
2024-01-01 09:19:55,CNC,Normal,None,0.153,0.098,0.158,66.46,1.74,2011.13,,76.56,0
2024-01-01 09:20:00,3DPrinter,Normal,None,0.167,0.105,0.106,212.99,1.91,,214.19,53.87,0
2024-01-01 09:20:05,3DPrinter,Normal,None,0.094,0.115,0.227,208.77,1.86,,219.59,48.94,0
2024-01-01 09:20:10,3DPrinter,Attack,Data_Spoofing,0.482,0.481,0.591,272.44,4.01,,288.61,69.63,1
2024-01-01 09:20:15,CNC,Normal,None,0.154,0.104,0.309,61.68,2.13,1972.57,,80.49,0
2024-01-01 09:20:20,3DPrinter,Normal,None,0.141,0.153,0.096,219.62,1.34,,213.94,50.48,0
2024-01-01 09:20:25,3DPrinter,Normal,None,0.089,0.131,0.117,214.11,1.94,,218.91,49.26,0
2024-01-01 09:20:30,3DPrinter,Normal,None,0.069,0.072,0.171,220.77,1.64,,211.1,52.93,0
2024-01-01 09:20:35,3DPrinter,Normal,None,0.145,0.171,0.12,212.57,1.19,,216.3,51.85,0
2024-01-01 09:20:40,3DPrinter,Normal,None,0.087,0.139,0.076,213.49,1.19,,208.09,49.9,0
2024-01-01 09:20:45,CNC,Attack,Parameter_Tamper,0.564,0.606,0.744,93.17,3.99,2501.19,,116.08,1
2024-01-01 09:20:50,CNC,Normal,None,0.263,0.162,0.175,68.6,1.29,1863.73,,84.62,0
2024-01-01 09:20:55,CNC,Attack,Malware,0.493,0.642,0.649,87.4,3.71,2346.73,,115.49,1
2024-01-01 09:21:00,3DPrinter,Attack,Parameter_Tamper,0.464,0.405,0.493,280.77,3.85,,302.44,64.8,1
2024-01-01 09:21:05,3DPrinter,Attack,Parameter_Tamper,0.444,0.396,0.551,276.8,4.45,,296.33,65.8,1
2024-01-01 09:21:10,CNC,Normal,None,0.095,0.088,0.142,69.84,1.96,1850.59,,80.5,0
2024-01-01 09:21:15,CNC,Attack,Malware,0.574,0.548,0.746,91.99,3.47,2396.08,,123.27,1
2024-01-01 09:21:20,3DPrinter,Attack,Malware,0.521,0.49,0.556,281.14,3.93,,293.32,69.48,1
2024-01-01 09:21:25,3DPrinter,Attack,Malware,0.466,0.371,0.497,284.97,4.08,,299.36,68.47,1
2024-01-01 09:21:30,CNC,Normal,None,0.135,0.162,0.073,72.88,2.18,1765.95,,79.94,0
2024-01-01 09:21:35,CNC,Normal,None,0.151,0.083,0.133,74.52,1.77,1816.28,,85.98,0
2024-01-01 09:21:40,3DPrinter,Normal,None,0.118,0.075,0.115,216.67,1.83,,202.31,51.94,0
2024-01-01 09:21:45,3DPrinter,Normal,None,0.155,0.175,0.165,211.97,1.92,,215.36,47.44,0
2024-01-01 09:21:50,CNC,Normal,None,0.23,0.072,0.144,74.43,1.85,1954.44,,78.66,0
2024-01-01 09:21:55,CNC,Normal,None,0.102,-0.005,0.166,68.67,2.2,1894.53,,77.79,0
2024-01-01 09:22:00,3DPrinter,Normal,None,0.062,0.1,0.096,212.44,1.18,,204.1,49.27,0
2024-01-01 09:22:05,3DPrinter,Normal,None,0.207,0.158,0.098,226.86,1.84,,206.64,51.99,0
2024-01-01 09:22:10,CNC,Attack,Parameter_Tamper,0.56,0.628,0.506,87.95,3.27,2523.42,,118.31,1
2024-01-01 09:22:15,3DPrinter,Normal,None,0.181,0.109,-0.04,216.49,1.54,,212.66,47.58,0
2024-01-01 09:22:20,CNC,Attack,Data_Spoofing,0.726,0.528,0.605,91.25,3.58,2447.19,,119.19,1
2024-01-01 09:22:25,CNC,Attack,Parameter_Tamper,0.716,0.593,0.752,93.09,3.24,2544.49,,123.4,1
2024-01-01 09:22:30,3DPrinter,Normal,None,0.201,0.153,0.13,222.73,1.79,,205.11,47.81,0
2024-01-01 09:22:35,3DPrinter,Normal,None,0.185,0.137,0.073,218.76,1.9,,216.5,52.0,0
2024-01-01 09:22:40,CNC,Attack,DoS,0.638,0.504,0.579,88.48,4.34,2463.55,,128.81,1
2024-01-01 09:22:45,CNC,Attack,DoS,0.456,0.665,0.55,86.14,3.15,2537.26,,120.67,1
2024-01-01 09:22:50,3DPrinter,Normal,None,0.139,0.127,0.141,212.59,1.7,,210.06,50.31,0
2024-01-01 09:22:55,3DPrinter,Normal,None,0.063,0.131,0.171,223.55,1.76,,206.84,51.8,0
2024-01-01 09:23:00,3DPrinter,Normal,None,0.182,0.214,0.174,224.13,1.5,,210.43,48.4,0
2024-01-01 09:23:05,CNC,Attack,Parameter_Tamper,0.649,0.554,0.659,87.13,4.73,2359.27,,114.81,1
2024-01-01 09:23:10,3DPrinter,Normal,None,0.19,0.177,0.139,212.89,1.76,,217.29,54.62,0
2024-01-01 09:23:15,CNC,Normal,None,0.195,0.202,0.146,69.13,2.38,1881.58,,82.41,0
2024-01-01 09:23:20,CNC,Attack,Malware,0.555,0.574,0.727,89.11,4.28,2324.46,,128.87,1
2024-01-01 09:23:25,CNC,Attack,Parameter_Tamper,0.604,0.557,0.605,89.83,4.25,2511.4,,116.83,1
2024-01-01 09:23:30,CNC,Normal,None,0.194,0.127,0.213,70.11,2.44,1896.23,,77.8,0
2024-01-01 09:23:35,3DPrinter,Normal,None,0.108,0.078,0.106,216.02,1.86,,209.2,48.33,0
2024-01-01 09:23:40,CNC,Attack,DoS,0.453,0.655,0.512,92.89,4.09,2531.96,,117.91,1
2024-01-01 09:23:45,CNC,Normal,None,0.215,0.109,0.176,71.8,2.54,1750.58,,81.14,0
2024-01-01 09:23:50,3DPrinter,Attack,Parameter_Tamper,0.547,0.475,0.499,278.16,4.25,,300.57,73.26,1
2024-01-01 09:23:55,CNC,Normal,None,0.156,0.185,0.141,70.65,1.87,1870.35,,79.69,0
2024-01-01 09:24:00,CNC,Normal,None,0.062,0.105,0.18,72.96,2.46,2031.13,,79.53,0
2024-01-01 09:24:05,3DPrinter,Attack,Malware,0.456,0.417,0.534,290.01,3.91,,301.8,71.62,1
2024-01-01 09:24:10,3DPrinter,Attack,Data_Spoofing,0.437,0.498,0.509,274.09,4.03,,291.21,71.77,1
2024-01-01 09:24:15,CNC,Normal,None,-0.019,0.041,0.115,68.62,1.79,1886.02,,83.24,0
2024-01-01 09:24:20,CNC,Normal,None,0.213,0.039,0.118,78.14,2.0,2098.63,,86.84,0
2024-01-01 09:24:25,CNC,Normal,None,0.216,0.099,0.188,66.04,2.1,1928.56,,79.77,0
2024-01-01 09:24:30,3DPrinter,Attack,DoS,0.429,0.515,0.469,284.43,3.43,,303.15,69.38,1
2024-01-01 09:24:35,CNC,Normal,None,0.272,0.233,0.152,65.98,2.01,1651.21,,75.5,0
2024-01-01 09:24:40,CNC,Normal,None,0.143,0.308,0.248,72.06,2.38,1829.98,,81.22,0
2024-01-01 09:24:45,CNC,Normal,None,0.191,0.116,0.16,69.18,2.02,1731.09,,81.87,0
2024-01-01 09:24:50,3DPrinter,Attack,DoS,0.515,0.488,0.565,283.71,4.23,,298.5,71.58,1
2024-01-01 09:24:55,CNC,Normal,None,0.058,0.162,0.056,71.82,2.74,1782.54,,85.44,0
2024-01-01 09:25:00,CNC,Attack,DoS,0.648,0.375,0.461,86.46,3.86,2653.22,,115.49,1
2024-01-01 09:25:05,CNC,Normal,None,0.12,0.039,0.191,71.23,1.82,1912.1,,83.22,0
2024-01-01 09:25:10,CNC,Normal,None,0.216,0.221,0.1,68.04,1.93,1791.33,,80.24,0
2024-01-01 09:25:15,3DPrinter,Normal,None,0.166,0.118,0.248,220.46,1.69,,206.85,54.91,0
2024-01-01 09:25:20,3DPrinter,Attack,Malware,0.464,0.415,0.53,274.68,4.09,,301.56,74.02,1
2024-01-01 09:25:25,CNC,Attack,Data_Spoofing,0.477,0.504,0.614,90.24,3.93,2401.21,,122.89,1
2024-01-01 09:25:30,3DPrinter,Normal,None,0.049,0.127,0.114,216.34,1.53,,209.91,47.6,0
2024-01-01 09:25:35,3DPrinter,Attack,Data_Spoofing,0.511,0.466,0.579,286.05,3.99,,308.19,72.72,1
2024-01-01 09:25:40,3DPrinter,Attack,Malware,0.531,0.384,0.522,279.76,4.26,,309.64,68.55,1
2024-01-01 09:25:45,3DPrinter,Normal,None,0.153,0.111,0.176,226.39,1.97,,210.51,54.49,0
2024-01-01 09:25:50,3DPrinter,Attack,Malware,0.545,0.438,0.51,275.26,3.57,,297.79,70.93,1
2024-01-01 09:25:55,3DPrinter,Attack,Parameter_Tamper,0.49,0.556,0.599,268.07,3.83,,290.94,67.15,1
2024-01-01 09:26:00,3DPrinter,Normal,None,0.213,-0.021,0.142,214.28,1.59,,207.14,55.78,0
2024-01-01 09:26:05,3DPrinter,Attack,Data_Spoofing,0.445,0.434,0.649,272.23,3.58,,299.58,76.76,1
2024-01-01 09:26:10,3DPrinter,Attack,Parameter_Tamper,0.497,0.453,0.567,275.22,3.92,,301.85,70.53,1
2024-01-01 09:26:15,3DPrinter,Attack,Parameter_Tamper,0.517,0.419,0.515,273.53,4.03,,294.6,66.47,1
2024-01-01 09:26:20,CNC,Normal,None,0.223,0.096,0.176,70.18,1.89,1765.52,,83.46,0
2024-01-01 09:26:25,3DPrinter,Attack,Parameter_Tamper,0.507,0.375,0.6,275.59,4.03,,305.82,72.78,1
2024-01-01 09:26:30,CNC,Attack,Parameter_Tamper,0.727,0.578,0.608,91.7,3.84,2328.2,,123.45,1
2024-01-01 09:26:35,3DPrinter,Normal,None,0.13,0.138,0.207,216.51,2.14,,207.36,52.33,0
2024-01-01 09:26:40,3DPrinter,Normal,None,0.144,0.046,0.083,215.55,2.0,,209.26,50.09,0
2024-01-01 09:26:45,CNC,Normal,None,0.168,0.221,0.241,71.31,2.27,1560.39,,77.28,0
2024-01-01 09:26:50,CNC,Normal,None,0.028,0.076,0.185,69.85,3.13,1762.89,,78.2,0
2024-01-01 09:26:55,3DPrinter,Normal,None,0.203,0.032,0.077,215.56,1.75,,204.93,51.02,0
2024-01-01 09:27:00,CNC,Normal,None,0.167,0.282,0.13,69.6,2.12,1817.45,,81.87,0
2024-01-01 09:27:05,CNC,Normal,None,0.198,0.121,0.201,70.84,2.93,1646.97,,79.51,0
2024-01-01 09:27:10,CNC,Attack,Malware,0.616,0.456,0.615,85.55,3.78,2341.86,,121.55,1
2024-01-01 09:27:15,CNC,Normal,None,0.228,0.158,0.121,71.4,1.98,1749.56,,73.92,0
2024-01-01 09:27:20,CNC,Normal,None,0.102,0.154,0.199,70.84,2.0,1520.49,,80.15,0
2024-01-01 09:27:25,3DPrinter,Normal,None,0.189,0.207,0.176,216.23,1.77,,207.28,53.79,0
2024-01-01 09:27:30,3DPrinter,Normal,None,0.194,0.135,0.198,217.82,2.18,,201.68,45.13,0
2024-01-01 09:27:35,3DPrinter,Attack,Malware,0.564,0.288,0.565,279.99,4.04,,300.27,66.02,1
2024-01-01 09:27:40,3DPrinter,Attack,Parameter_Tamper,0.534,0.483,0.499,284.29,3.91,,298.7,76.29,1
2024-01-01 09:27:45,CNC,Normal,None,0.222,0.294,0.166,58.49,2.69,1745.96,,76.79,0
2024-01-01 09:27:50,3DPrinter,Normal,None,0.126,0.084,0.227,227.11,1.92,,207.63,47.95,0
2024-01-01 09:27:55,3DPrinter,Normal,None,0.187,0.095,0.152,227.43,1.19,,208.9,46.0,0
2024-01-01 09:28:00,CNC,Normal,None,0.257,0.093,0.127,72.74,2.1,1824.83,,80.92,0
2024-01-01 09:28:05,3DPrinter,Normal,None,0.116,0.108,0.177,220.03,1.25,,199.78,48.26,0
2024-01-01 09:28:10,3DPrinter,Normal,None,0.179,0.142,0.102,227.68,1.72,,220.05,45.09,0
2024-01-01 09:28:15,CNC,Normal,None,0.161,0.141,0.132,80.13,2.47,1759.07,,75.78,0
2024-01-01 09:28:20,CNC,Normal,None,0.262,0.102,0.342,72.6,2.34,1839.41,,81.62,0
2024-01-01 09:28:25,3DPrinter,Normal,None,0.115,0.111,0.136,208.92,1.74,,214.18,46.8,0
2024-01-01 09:28:30,CNC,Attack,DoS,0.612,0.591,0.571,87.61,3.92,2399.55,,120.43,1
2024-01-01 09:28:35,3DPrinter,Normal,None,0.087,0.077,0.197,218.42,2.21,,214.03,41.17,0
2024-01-01 09:28:40,CNC,Attack,Malware,0.557,0.525,0.516,91.86,4.6,2421.72,,129.53,1
2024-01-01 09:28:45,3DPrinter,Normal,None,0.144,0.164,0.191,229.87,1.91,,209.06,53.1,0
2024-01-01 09:28:50,CNC,Normal,None,0.212,0.243,0.169,68.23,1.46,1721.64,,80.52,0
2024-01-01 09:28:55,3DPrinter,Normal,None,0.107,0.132,0.097,224.32,2.03,,209.06,52.52,0
2024-01-01 09:29:00,CNC,Attack,Malware,0.571,0.602,0.634,86.43,4.38,2313.01,,126.07,1
2024-01-01 09:29:05,3DPrinter,Normal,None,0.175,0.112,0.128,220.28,1.76,,208.92,53.43,0
2024-01-01 09:29:10,CNC,Attack,DoS,0.723,0.636,0.617,92.43,4.09,2474.02,,118.65,1
2024-01-01 09:29:15,CNC,Attack,Data_Spoofing,0.685,0.731,0.557,84.03,3.93,2462.36,,121.26,1
2024-01-01 09:29:20,3DPrinter,Attack,Malware,0.437,0.538,0.581,277.91,4.13,,309.16,67.64,1
2024-01-01 09:29:25,3DPrinter,Normal,None,0.161,0.092,0.11,223.28,1.88,,203.38,48.69,0
2024-01-01 09:29:30,CNC,Normal,None,0.206,0.179,0.168,73.27,1.96,1841.25,,75.34,0
2024-01-01 09:29:35,3DPrinter,Normal,None,0.07,0.111,0.13,213.18,1.52,,214.05,50.69,0
2024-01-01 09:29:40,3DPrinter,Attack,DoS,0.55,0.473,0.477,280.63,4.8,,305.95,67.52,1
2024-01-01 09:29:45,CNC,Normal,None,0.23,0.168,0.152,74.72,2.06,1716.26,,83.58,0
2024-01-01 09:29:50,CNC,Normal,None,0.176,0.208,0.191,70.55,2.33,1831.25,,72.14,0
2024-01-01 09:29:55,3DPrinter,Attack,Parameter_Tamper,0.558,0.518,0.432,290.26,3.49,,296.86,69.88,1
2024-01-01 09:30:00,CNC,Attack,DoS,0.748,0.457,0.707,86.95,3.54,2438.32,,121.79,1
2024-01-01 09:30:05,3DPrinter,Normal,None,0.166,0.09,0.097,223.07,1.79,,214.15,47.28,0
2024-01-01 09:30:10,3DPrinter,Normal,None,0.13,0.028,0.181,215.36,1.86,,209.14,55.29,0
2024-01-01 09:30:15,CNC,Normal,None,0.168,0.123,0.068,70.56,1.86,1866.53,,88.84,0
2024-01-01 09:30:20,3DPrinter,Normal,None,0.157,0.07,0.153,219.35,2.03,,204.39,50.16,0
2024-01-01 09:30:25,3DPrinter,Attack,Parameter_Tamper,0.421,0.407,0.629,276.25,3.35,,302.29,66.69,1
2024-01-01 09:30:30,3DPrinter,Normal,None,0.172,0.15,0.061,226.47,1.99,,206.59,45.37,0
2024-01-01 09:30:35,CNC,Normal,None,0.175,0.173,0.12,70.46,1.58,2021.43,,74.61,0
2024-01-01 09:30:40,3DPrinter,Attack,Malware,0.493,0.504,0.548,278.61,4.34,,310.47,67.09,1
2024-01-01 09:30:45,3DPrinter,Normal,None,0.171,0.149,0.104,226.33,1.51,,209.43,48.33,0
2024-01-01 09:30:50,3DPrinter,Attack,Data_Spoofing,0.534,0.418,0.61,288.93,3.92,,289.03,67.94,1
2024-01-01 09:30:55,CNC,Normal,None,0.35,0.044,0.139,73.14,1.86,1739.97,,82.37,0
2024-01-01 09:31:00,CNC,Attack,DoS,0.66,0.55,0.722,92.88,4.26,2437.64,,124.13,1
2024-01-01 09:31:05,3DPrinter,Normal,None,0.124,0.095,0.089,211.28,1.48,,208.38,50.64,0
2024-01-01 09:31:10,CNC,Normal,None,0.162,0.105,0.25,68.23,2.89,1913.93,,78.1,0
2024-01-01 09:31:15,3DPrinter,Attack,Data_Spoofing,0.516,0.482,0.635,281.66,4.19,,298.4,65.91,1
2024-01-01 09:31:20,3DPrinter,Normal,None,0.17,0.083,0.117,220.03,1.33,,210.7,49.05,0
2024-01-01 09:31:25,CNC,Normal,None,0.119,0.177,0.161,72.83,2.27,1764.75,,88.59,0
2024-01-01 09:31:30,CNC,Attack,DoS,0.677,0.544,0.601,88.82,3.91,2608.52,,120.01,1
2024-01-01 09:31:35,CNC,Normal,None,0.133,0.226,0.197,71.34,1.51,1727.95,,81.65,0
2024-01-01 09:31:40,3DPrinter,Attack,Parameter_Tamper,0.527,0.456,0.512,278.46,3.74,,300.07,70.49,1
2024-01-01 09:31:45,3DPrinter,Normal,None,0.232,0.129,0.109,211.9,1.99,,208.67,51.67,0
2024-01-01 09:31:50,3DPrinter,Normal,None,0.104,0.125,0.131,223.12,1.74,,206.37,51.02,0
2024-01-01 09:31:55,CNC,Normal,None,0.355,0.133,0.146,68.69,2.62,1693.15,,81.38,0
2024-01-01 09:32:00,3DPrinter,Normal,None,0.13,0.104,0.148,210.14,2.21,,212.07,53.37,0
2024-01-01 09:32:05,3DPrinter,Normal,None,0.231,-0.005,0.102,217.7,1.97,,211.09,49.5,0
2024-01-01 09:32:10,CNC,Attack,Parameter_Tamper,0.772,0.542,0.717,87.04,3.13,2591.39,,122.18,1
2024-01-01 09:32:15,3DPrinter,Normal,None,0.127,0.171,0.151,218.3,2.09,,213.23,47.95,0
2024-01-01 09:32:20,CNC,Normal,None,0.183,0.126,0.071,73.26,1.75,1672.54,,78.4,0
2024-01-01 09:32:25,CNC,Attack,Malware,0.611,0.586,0.607,94.85,3.49,2614.34,,120.74,1
2024-01-01 09:32:30,3DPrinter,Normal,None,0.061,0.265,0.18,218.52,1.72,,208.76,55.52,0
2024-01-01 09:32:35,CNC,Normal,None,0.243,0.179,0.15,72.34,1.73,1764.41,,86.59,0
2024-01-01 09:32:40,3DPrinter,Attack,Malware,0.485,0.534,0.639,283.2,4.29,,301.18,65.89,1
2024-01-01 09:32:45,3DPrinter,Normal,None,0.101,0.139,0.18,225.6,2.27,,209.66,53.58,0
2024-01-01 09:32:50,3DPrinter,Attack,Malware,0.531,0.44,0.497,284.32,4.38,,312.37,70.79,1
2024-01-01 09:32:55,3DPrinter,Normal,None,0.098,0.164,0.156,214.39,2.21,,220.19,50.44,0
2024-01-01 09:33:00,3DPrinter,Attack,Malware,0.528,0.432,0.561,282.78,3.95,,303.38,70.21,1
2024-01-01 09:33:05,CNC,Normal,None,0.191,0.138,0.223,77.04,1.64,1789.62,,75.28,0
2024-01-01 09:33:10,3DPrinter,Attack,Parameter_Tamper,0.542,0.482,0.557,282.87,4.07,,299.29,71.17,1
2024-01-01 09:33:15,CNC,Normal,None,0.281,0.154,0.189,74.24,1.85,1788.82,,78.19,0
2024-01-01 09:33:20,3DPrinter,Normal,None,0.169,0.076,0.194,211.58,2.09,,214.1,50.35,0
2024-01-01 09:33:25,3DPrinter,Normal,None,0.045,0.141,0.128,217.74,1.76,,211.46,44.36,0
2024-01-01 09:33:30,3DPrinter,Normal,None,0.118,0.1,0.087,212.3,2.24,,213.98,52.44,0
2024-01-01 09:33:35,CNC,Normal,None,0.165,0.284,0.111,69.7,2.09,1604.54,,78.76,0
2024-01-01 09:33:40,3DPrinter,Attack,Malware,0.527,0.489,0.567,282.35,4.4,,296.04,70.49,1
2024-01-01 09:33:45,3DPrinter,Normal,None,0.139,0.169,0.075,214.06,1.97,,209.68,48.63,0
2024-01-01 09:33:50,3DPrinter,Normal,None,0.231,0.129,0.22,218.03,1.64,,203.92,52.33,0
2024-01-01 09:33:55,3DPrinter,Normal,None,0.176,0.178,0.131,216.33,2.09,,215.92,46.51,0
2024-01-01 09:34:00,3DPrinter,Normal,None,0.125,0.076,0.155,223.18,1.69,,220.13,52.71,0
